Group,User Story
Qwen/Qwen3-0.6B,"As a shift leader, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a project manager, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a student, I want to download lecture slides, so that I can study offline.  "
Qwen/Qwen3-0.6B,"As a customer, I want to reset my password online, so that I can regain access without calling support.  "
Qwen/Qwen3-0.6B,"As a support employee, I want to receive schedule updates via phone calls, so that I can manage my tasks efficiently.  "
Qwen/Qwen3-0.6B,"As a technical employee, I want to update the status of tasks in a digital report form, so that I can track progress.  "
Qwen/Qwen3-0.6B,"As a shift leader, I want to receive task updates automatically, so that I can adjust my schedule.  "
Qwen/Qwen3-0.6B,"As a support employee, I want to have access to a digital report form that includes metadata, task details, and equipment status, so that I can generate accurate work instructions.  "
Qwen/Qwen3-0.6B,"As a technical employee, I want to have a digital report form that includes task details, status updates, and a minimum word count, so that I can ensure the instructions are clear.  "
Qwen/Qwen3-0.6B,"As a shift leader, I want to receive task updates automatically, so that I can manage my schedule efficiently.  "
Qwen/Qwen3-0.6B,"As a support employee, I want to have access to a digital report form that includes metadata, task details, and equipment status, so that I can generate accurate work instructions.  "
Qwen/Qwen3-0.6B,"As a technical employee, I want to have a digital report form that includes task details, status updates, and a minimum word count, so that I can ensure the instructions are clear.  "
Qwen/Qwen3-0.6B,"As a shift leader, I want to receive task updates automatically, so that I can manage my schedule efficiently.  "
Qwen/Qwen3-0.6B,"As a support employee, I want to have access to a digital report form that includes metadata, task details, and equipment status, so that I can generate accurate work instructions.  "
Qwen/Qwen3-0.6B,"As a technical employee, I want to have a digital report form that includes task details, status updates, and a minimum word count, so that I can ensure the instructions are clear.  "
Qwen/Qwen3-0.6B,"As a shift leader, I want to receive task updates automatically, so that I can manage my schedule efficiently."
Qwen/Qwen3-1.7B,"As a shift leader, I want to view a comprehensive report form with all sections filled in, so that I can track progress and plan the day's tasks  "
Qwen/Qwen3-1.7B,"As a shift leader, I want to access real-time schedule updates via notifications, so that I can adjust my schedule quickly without manual calls  "
Qwen/Qwen3-1.7B,"As a technical employee, I want to update my task status in the system immediately after completing a task, so that support staff can see progress instantly  "
Qwen/Qwen3-1.7B,"As a technical employee, I want to receive automated notifications about schedule changes, so that I can adjust my work without waiting for phone calls  "
Qwen/Qwen3-1.7B,"As a shift leader, I want to see a visual dashboard of task progress for the day, so that I can monitor what’s completed and what’s pending  "
Qwen/Qwen3-1.7B,"As a support staff member, I want to receive digital report forms with standardized sections and minimum word counts, so that I can process them efficiently  "
Qwen/Qwen3-1.7B,"As a technical employee, I want to track task details like start and end times, so that I can accurately report progress to the shift leader  "
Qwen/Qwen3-1.7B,"As a shift leader, I want to receive alerts about delays in tasks, so that I can prioritize work and adjust plans accordingly  "
