Group,User Story
Qwen/Qwen3-0.6B,"As a customer, I want to view pastries in the app, so that I can select and purchase them.  "
Qwen/Qwen3-0.6B,"As a project manager, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a student, I want to download lecture slides, so that I can study offline.  "
Qwen/Qwen3-0.6B,"As a baker, I want to track inventory and manage orders, so that I can ensure products are available.  "
Qwen/Qwen3-0.6B,"As a social media user, I want to expand to Instagram and gather customer preferences, so that I can better understand and interact with my audience."
Qwen/Qwen3-1.7B,"As a customer, I want to order pastries online, so that I can access a wide variety of options  "
Qwen/Qwen3-1.7B,"As a customer, I want to track my order status, so that I can know when it will be ready  "
Qwen/Qwen3-1.7B,"As a customer, I want to receive notifications about order status, so that I can stay updated  "
Qwen/Qwen3-1.7B,"As a customer, I want to view pastries in the app, so that I can see all available options  "
Qwen/Qwen3-1.7B,"As a customer, I want to leave feedback in the app, so that I can share my experience with others  "
Qwen/Qwen3-1.7B,"As a customer, I want to create an account, so that I can manage my orders and preferences  "
Qwen/Qwen3-1.7B,"As a customer, I want to see financial insights, so that I can understand my spending and profits  "
Qwen/Qwen3-1.7B,"As a customer, I want to receive discounts for loyalty points, so that I can save money  "
Qwen/Qwen3-1.7B,"As a customer, I want to track inventory levels, so that I can know when to reorder  "
Qwen/Qwen3-1.7B,"As a customer, I want to see trends on social media, so that I can stay informed about the bakery  "
Qwen/Qwen3-1.7B,"As a customer, I want to receive alerts about product availability, so that I can avoid missing out  "
Qwen/Qwen3-1.7B,"As a customer, I want to see a loyalty points system, so that I can earn rewards for frequent purchases  "
Qwen/Qwen3-1.7B,"As a customer, I want to receive notifications about promotions, so that I can take advantage of discounts  "
Qwen/Qwen3-1.7B,"As a customer, I want to track my order history, so that I can see past purchases  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the cost of ingredients, so that I can manage my budget  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the profit margin, so that I can understand the bakery's financial health  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the inventory levels, so that I can know when to reorder  "
Qwen/Qwen3-1.7B,"As a customer, I want to receive alerts about stock shortages, so that I can avoid running out  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the cost of pastries, so that I can compare prices  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the financial projections, so that I can plan my purchases  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the loyalty points balance, so that I can track my rewards  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's performance, so that I can ensure it works smoothly  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's features, so that I can understand what's available  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's user interface, so that I can navigate easily  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's security, so that I can trust the data protection  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's accessibility, so that I can use it comfortably  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's customization options, so that I can personalize my experience  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's notifications, so that I can stay informed about updates  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's social media integration, so that I can track trends  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's financial reports, so that I can understand the bakery's performance  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's inventory management, so that I can track stock levels  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's loyalty program, so that I can earn rewards  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's customer support, so that I can get help when needed  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's performance metrics, so that I can monitor the bakery's operations  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's security features, so that I can protect my data  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's accessibility features, so that I can use it comfortably  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's customization options, so that I can personalize my experience  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's notifications, so that I can stay informed about updates  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's social media integration, so that I can track trends  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's financial reports, so that I can understand the bakery's performance  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's inventory management, so that I can track stock levels  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's loyalty program, so that I can earn rewards  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's customer support, so that I can get help when needed  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's performance metrics, so that I can monitor the bakery's operations  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the app's security features, so that I can protect my data  "
