Group,User Story
Qwen/Qwen3-0.6B,"As a store employee, I want to manage my contact information, so that I can update and view it easily.  "
Qwen/Qwen3-0.6B,"As a manager, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a student, I want to download lecture slides, so that I can study offline.  "
Qwen/Qwen3-0.6B,"As a project manager, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a customer, I want to reset my password online, so that I can regain access without calling support.  "
Qwen/Qwen3-0.6B,"As a store employee, I want to track my availability, so that I can know my schedule.  "
Qwen/Qwen3-0.6B,"As a mechanic, I want to manage shifts and track them, so that I can work efficiently.  "
Qwen/Qwen3-0.6B,"As a manager, I want to set up shifts and approve them, so that I can oversee the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to view my performance reviews, so that I can assess my work.  "
Qwen/Qwen3-0.6B,"As a manager, I want to access the schedule and approve changes, so that I can manage the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to update my contact information, so that I can manage my details.  "
Qwen/Qwen3-0.6B,"As a manager, I want to set up shifts and approve them, so that I can oversee the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to view my schedule and availability, so that I can know my schedule.  "
Qwen/Qwen3-0.6B,"As a manager, I want to set up shifts and approve them, so that I can manage the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to track my skills and performance, so that I can improve.  "
Qwen/Qwen3-0.6B,"As a manager, I want to access the schedule and approve changes, so that I can manage the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to update my contact information, so that I can manage my details.  "
Qwen/Qwen3-0.6B,"As a manager, I want to set up shifts and approve them, so that I can oversee the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to view my schedule and availability, so that I can know my schedule.  "
Qwen/Qwen3-0.6B,"As a manager, I want to set up shifts and approve them, so that I can manage the team.  "
Qwen/Qwen3-0.6B,"As a employee, I want to track my skills and performance, so that I can improve.  "
Qwen/Qwen3-0.6B,"As a manager, I want to access the schedule and approve changes, so that I can manage the team."
Qwen/Qwen3-1.7B,"As a store employee, I want to view and update employee details so that I can manage their information efficiently, so that I can keep track of their contact info and shift assignments.  "
Qwen/Qwen3-1.7B,"As a manager, I want to schedule shifts with automation so that I can monitor and adjust without delays, so that I can ensure proper staffing and compliance.  "
Qwen/Qwen3-1.7B,"As a manager, I want to approve shift exchanges so that I can ensure proper assignments and avoid conflicts, so that I can maintain accurate records of employee availability.  "
Qwen/Qwen3-1.7B,"As an employee, I want to add and view my skills so that I can meet job requirements, so that I can demonstrate my expertise to management.  "
Qwen/Qwen3-1.7B,"As a manager, I want to track employee certifications so that I can ensure they are up to date, so that I can verify qualifications for tasks.  "
Qwen/Qwen3-1.7B,"As a store employee, I want to access my schedule via a mobile app so that I can manage my shifts on the go, so that I can stay informed about my availability.  "
Qwen/Qwen3-1.7B,"As a manager, I want a dashboard to monitor employee availability and schedule changes, so that I can plan effectively and identify understaffing.  "
Qwen/Qwen3-1.7B,"As an employee, I want to view my payroll information so that I can track my earnings, so that I can manage my finances and understand my compensation.  "
Qwen/Qwen3-1.7B,"As a manager, I want alerts for understaffing so that I can ensure proper staffing and avoid operational issues, so that I can maintain smooth operations.  "
Qwen/Qwen3-1.7B,"As a store employee, I want to add and manage my certifications so that I can meet job requirements, so that I can demonstrate my qualifications to management.  "
Qwen/Qwen3-1.7B,"As a manager, I want to set up flexible shift schedules for employees so that I can accommodate varying needs, so that I can balance workload and availability.  "
Qwen/Qwen3-1.7B,"As an employee, I want to track my work hours and payroll details so that I can understand my compensation, so that I can manage my financials.  "
Qwen/Qwen3-1.7B,"As a manager, I want to integrate with existing systems like a CRM to streamline data management, so that I can leverage existing tools for efficiency.  "
Qwen/Qwen3-1.7B,"As a store employee, I want to access my schedule and data via a mobile app so that I can manage my shifts on the go, so that I can stay informed about my availability.  "
Qwen/Qwen3-1.7B,"As a manager, I want to set access levels and permissions for employees so that I can protect sensitive data, so that I can ensure secure access to critical information.  "
Qwen/Qwen3-1.7B,"As an employee, I want to view my employee ID and details so that I can verify my information, so that I can confirm my identity and access systems.  "
Qwen/Qwen3-1.7B,"As a manager, I want to track employee performance reviews so that I can evaluate their progress and provide feedback, so that I can improve productivity.  "
Qwen/Qwen3-1.7B,"As a store employee, I want to add notes and reminders for shifts so that I can stay organized, so that I can manage my tasks effectively.  "
Qwen/Qwen3-1.7B,"As a manager, I want to track employee availability and shift requests so that I can plan accordingly, so that I can ensure coverage during peak hours.  "
Qwen/Qwen3-1.7B,"As an employee, I want to update my shift schedule manually or via the app so that I can adjust my availability, so that I can manage my work commitments.  "
Qwen/Qwen3-1.7B,"As a manager, I want to handle employee onboarding and training so that I can ensure new staff are prepared, so that I can maintain operational standards.  "
Qwen/Qwen3-1.7B,"As a store employee, I want to access my employee file and documents so that I can review my history and access important information, so that I can stay informed about my employment.  "
Qwen/Qwen3-1.7B,"As a manager, I want to set up shift restrictions and guidelines so that I can ensure compliance and fair scheduling, so that I can maintain consistent operations.  "
Qwen/Qwen3-1.7B,"As an employee, I want to track my hours and shifts so that I can understand my work schedule, so that I can manage my time effectively.  "
Qwen/Qwen3-1.7B,"As a manager, I want to monitor employee performance and provide feedback so that I can improve team efficiency, so that I can maintain high standards of service."
Qwen/Qwen3-4B,"As a store manager, I want to approve employee shift changes so that I can ensure proper scheduling and oversight.  "
Qwen/Qwen3-4B,"As a store manager, I want to view a dashboard of team progress so that I can monitor deadlines and manage resources effectively.  "
Qwen/Qwen3-4B,"As a store manager, I want to track employee availability so that I can plan shifts and avoid understaffing.  "
Qwen/Qwen3-4B,"As a store manager, I want to manage employee roles and skill levels so that I can assign tasks based on expertise.  "
Qwen/Qwen3-4B,"As a store manager, I want to generate payroll reports so that I can track employee hours and payments accurately.  "
Qwen/Qwen3-4B,"As a store manager, I want to schedule shifts for employees so that I can ensure coverage during busy periods.  "
Qwen/Qwen3-4B,"As a store manager, I want to manage employee certifications and training records so that I can maintain compliance and qualifications.  "
Qwen/Qwen3-4B,"As a store manager, I want to track employee clock-in and clock-out times so that I can verify work hours and ensure punctuality.  "
Qwen/Qwen3-4B,"As a store manager, I want to handle performance reviews so that I can evaluate employee performance and provide feedback.  "
Qwen/Qwen3-4B,"As a store manager, I want to manage employee contracts and documents so that I can keep records of employment agreements.  "
Qwen/Qwen3-4B,"As a store manager, I want to integrate with a payroll system so that I can automate salary calculations and payments.  "
Qwen/Qwen3-4B,"As a store manager, I want to manage employee leave requests so that I can approve or deny time off efficiently.  "
Qwen/Qwen3-4B,"As a store manager, I want to track employee training and development so that I can support skill growth and onboarding.  "
Qwen/Qwen3-4B,"As a store manager, I want to manage employee performance metrics so that I can assess productivity and efficiency.  "
Qwen/Qwen3-4B,"As a store manager, I want to generate shift schedules automatically so that I can reduce manual planning and errors.  "
