Group,User Story
Qwen/Qwen3-0.6B,"As a student, I want to track my academic progress and access real-time updates on course performance, so that I can stay informed and make informed decisions.  "
Qwen/Qwen3-0.6B,"As a student, I want to download lecture slides for offline study, so that I can access educational materials without relying on digital platforms.  "
Qwen/Qwen3-0.6B,"As a student, I want to integrate mental wellbeing forms into the system to address student mental health concerns, so that I can receive timely support.  "
Qwen/Qwen3-0.6B,"As a student, I want to have access to a centralized database with real-time updates and analytics to better understand my academic performance.  "
Qwen/Qwen3-0.6B,"As a student, I want to have secure communication tools to share information with professors and classmates, so that I can stay connected and collaborate effectively.  "
Qwen/Qwen3-0.6B,"As a student, I want to have predictive analytics to identify students who are struggling with their courses, so that I can provide targeted support.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a mobile app for accessing course information and progress tracking, so that I can stay engaged with my learning.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a way to share feedback and surveys about course content and learning experiences, so that I can contribute to improving the system.  "
Qwen/Qwen3-0.6B,"As a student, I want to have real-time updates to access information about my academic performance and progress, so that I can stay on top of my studies.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a way to access personal student analytics to understand my strengths and areas for improvement, so that I can learn more about my academic journey.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a secure messaging system to communicate with professors and classmates, so that I can stay in touch and share updates efficiently.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a centralized system that integrates all the information from different platforms, so that I can access everything in one place.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a way to access and share course-related data and feedback, so that I can contribute to the learning experience.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a mobile application for accessing course information and progress tracking, so that I can stay engaged with my studies.  "
Qwen/Qwen3-0.6B,"As a student, I want to have a way to access personal student analytics to understand my academic performance, so that I can learn more about my strengths and areas for improvement."
Qwen/Qwen3-1.7B,"As a student, I want to access all course information in one place, so I can track progress without switching platforms  "
Qwen/Qwen3-1.7B,"As a teacher, I want to receive real-time updates on student performance, so I can intervene promptly  "
Qwen/Qwen3-1.7B,"As a student service, I want to be alerted about mental health forms, so I can support students who need assistance  "
Qwen/Qwen3-1.7B,"As an academic policy committee, I want to analyze student performance data, so I can make informed decisions about course adjustments  "
Qwen/Qwen3-1.7B,"As a user, I want secure access to my personal data, so my information remains protected  "
Qwen/Qwen3-1.7B,"As a system, I want to handle increased student load, so the platform can scale with the university  "
Qwen/Qwen3-1.7B,"As a student, I want to receive notifications in one centralized location, so I can track communication efficiently  "
Qwen/Qwen3-1.7B,"As a staff member, I want to generate analytics reports on student performance, so I can identify trends  "
Qwen/Qwen3-1.7B,"As a student, I want to submit mental health forms to track well-being, so I can receive timely support  "
Qwen/Qwen3-1.7B,"As a user, I want mobile access to the system, so I can use it on the go  "
Qwen/Qwen3-1.7B,"As a user, I want AI-driven alerts for students, so I can get proactive support  "
Qwen/Qwen3-1.7B,"As a student, I want to track course progress and enroll in failed courses, so I can manage my academic path  "
Qwen/Qwen3-1.7B,"As a teacher, I want to flag underperforming students, so I can address issues early  "
Qwen/Qwen3-1.7B,"As a student, I want to submit feedback forms for courses, so I can provide input on improvements  "
Qwen/Qwen3-1.7B,"As a user, I want to ensure data privacy for student well-being, so sensitive info is anonymized  "
