Group,User Story
Qwen/Qwen3-0.6B,"As a user, I want to search for schools by location, so that I can find the right one based on where I live.  "
Qwen/Qwen3-0.6B,"As a user, I want to filter by driving license type, so that I can choose the right option.  "
Qwen/Qwen3-0.6B,"As a user, I want to sort by the success percentage of exams, so that I can compare the results.  "
Qwen/Qwen3-0.6B,"As a user, I want to set a default sorting by distance, so that I can easily find the closest schools.  "
Qwen/Qwen3-0.6B,"As a user, I want to view the package information and their prices, so that I can compare different options."
Qwen/Qwen3-1.7B,"As a customer, I want to search for schools by location and license type, so that I can find relevant options efficiently  "
Qwen/Qwen3-1.7B,"As a customer, I want to sort results by success rate and number of exams, so that I can compare schools based on performance  "
Qwen/Qwen3-1.7B,"As a customer, I want to filter results by exam location, so that I can ensure schools are near my intended location  "
Qwen/Qwen3-1.7B,"As a customer, I want to view exam locations and success rates, so that I can understand the reliability of schools  "
Qwen/Qwen3-1.7B,"As a customer, I want to compare package prices and services, so that I can evaluate the value of different offerings  "
Qwen/Qwen3-1.7B,"As a customer, I want to sort by package price, so that I can prioritize options based on cost  "
Qwen/Qwen3-1.7B,"As a customer, I want to filter by driving license type, so that I can specify the type of school I need  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the last update time of exams and success rates, so that I can track changes  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the price of packages and services, so that I can compare them clearly  "
Qwen/Qwen3-1.7B,"As a customer, I want to add new exams and update success rates, so that I can reflect changes in the system  "
Qwen/Qwen3-1.7B,"As a customer, I want to view the address and phone number of schools, so that I can contact them directly  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the Chamber of Commerce number, so that I can verify school legitimacy  "
Qwen/Qwen3-1.7B,"As a customer, I want to filter by package price range, so that I can find affordable options  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the number of exams and success rate, so that I can assess school performance  "
Qwen/Qwen3-1.7B,"As a customer, I want to sort by distance, so that I can find schools within a specific range  "
Qwen/Qwen3-1.7B,"As a customer, I want to see the price per hour of lessons, so that I can compare cost-effectiveness  "
