Group,User Story
Qwen/Qwen3-0.6B,"As a user, I want to reset my password online, so that I can regain access without calling support.  "
Qwen/Qwen3-0.6B,"As a project manager, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a student, I want to download lecture slides, so that I can study offline.  "
Qwen/Qwen3-0.6B,"As a manager, I want to make a schedule, so that I can plan shifts.  "
Qwen/Qwen3-0.6B,"As a user, I want to track availability preferences, so that I can optimize schedules.  "
Qwen/Qwen3-0.6B,"As a user, I want to calculate salary and bonuses, so that I can manage finances.  "
Qwen/Qwen3-0.6B,"As a user, I want to view skill sets, so that I can improve productivity.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle employee availability, so that I can avoid conflicts.  "
Qwen/Qwen3-0.6B,"As a user, I want to adjust schedules, so that I can make changes without disruptions.  "
Qwen/Qwen3-0.6B,"As a user, I want to ensure availability is tracked, so that I can manage resources.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle contracts and salary calculations, so that I can manage finances.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle skill levels, so that I can improve performance.  "
Qwen/Qwen3-0.6B,"As a user, I want to manage employee availability, so that I can avoid conflicts.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle salary and bonuses, so that I can manage finances.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle schedules, so that I can plan efficiently.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle availability preferences, so that I can optimize schedules.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle skill sets, so that I can improve productivity.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle employee availability, so that I can avoid conflicts.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle salary and bonuses, so that I can manage finances.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle schedules, so that I can plan efficiently.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle availability preferences, so that I can optimize schedules.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle skill sets, so that I can improve productivity.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle employee availability, so that I can avoid conflicts.  "
Qwen/Qwen3-0.6B,"As a user, I want to handle salary and bonuses, so that I can manage finances."
