Group,User Story
Qwen/Qwen3-0.6B,"As a project manager, I want to view a dashboard of team progress, so that I can monitor deadlines.  "
Qwen/Qwen3-0.6B,"As a student, I want to download lecture slides, so that I can study offline.  "
Qwen/Qwen3-0.6B,"As a designer, I want to track design assets, so that I can access them properly.  "
Qwen/Qwen3-0.6B,"As a client, I want to have a project management system, so that I can collaborate with others.  "
Qwen/Qwen3-0.6B,"As a freelancer, I want to integrate design tools like Figma, so that I can work efficiently."
Qwen/Qwen3-1.7B,"As a project manager, I want to track project timelines and deadlines, so that I can monitor progress and ensure timely delivery  "
Qwen/Qwen3-1.7B,"As a project manager, I want to manage tasks and assign them to team members, so that I can ensure efficient task allocation and completion  "
Qwen/Qwen3-1.7B,"As a project manager, I want to track resources and budgets, so that I can manage financial and human resources effectively  "
Qwen/Qwen3-1.7B,"As a project manager, I want to implement version control for design files, so that I can track changes and ensure consistency across projects  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have access to project-specific files and documents, so that I can review and manage project-related information  "
Qwen/Qwen3-1.7B,"As a designer, I want to collaborate on design assets and share files, so that I can work efficiently with team members and clients  "
Qwen/Qwen3-1.7B,"As a designer, I want to receive feedback on design files, so that I can refine and improve the design based on input  "
Qwen/Qwen3-1.7B,"As a designer, I want to ensure access to specific files and tools for their tasks, so that they can work without unnecessary complications  "
Qwen/Qwen3-1.7B,"As a client, I want to access project timelines and feedback, so that I can stay informed about project progress and provide timely input  "
Qwen/Qwen3-1.7B,"As a client, I want to have secure access to project files, so that I can review and manage project-related documents without risks  "
Qwen/Qwen3-1.7B,"As a client, I want to receive feedback on project deliverables, so that I can ensure the final product meets their expectations  "
Qwen/Qwen3-1.7B,"As a client, I want to have access to project milestones and deadlines, so that I can plan and coordinate with the project team  "
Qwen/Qwen3-1.7B,"As a freelancer, I want to access specific files and tools for their tasks, so that they can work efficiently without unnecessary access  "
Qwen/Qwen3-1.7B,"As a freelancer, I want to receive feedback on project deliverables, so that they can improve their work and meet client expectations  "
Qwen/Qwen3-1.7B,"As a freelancer, I want to ensure access to only the necessary files, so that they can work without compromising project security  "
Qwen/Qwen3-1.7B,"As a project manager, I want to implement access control for project files, so that I can manage who has access to sensitive information  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a centralized location for all project files, so that I can easily retrieve and manage documents  "
Qwen/Qwen3-1.7B,"As a project manager, I want to track project progress and updates, so that I can stay informed about the project's status  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a clear overview of project resources and budgets, so that I can manage financial and human resources effectively  "
Qwen/Qwen3-1.7B,"As a project manager, I want to ensure that all project files are properly versioned, so that I can track changes and maintain consistency  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to notify team members about project updates, so that they can stay informed about changes  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project milestones, so that I can track progress and plan future tasks  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to assign tasks to team members, so that I can ensure efficient task allocation and completion  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have access to project-specific tools and resources, so that I can work efficiently with the team  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for tracking project resources and their availability, so that I can manage workload effectively  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to communicate with team members and clients, so that I can ensure clear and timely information exchange  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project timelines and deadlines, so that I can ensure timely delivery  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to track project progress and identify potential delays, so that I can take corrective actions  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project resources and their allocation, so that I can optimize team performance  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to ensure that all project files are properly stored and accessible, so that they can be retrieved easily  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for tracking project costs and budgets, so that I can manage financial resources effectively  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to ensure that all project files are properly organized and categorized, so that they can be easily accessed  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project tasks and their dependencies, so that I can plan and execute tasks efficiently  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to track project milestones and their completion status, so that I can monitor progress effectively  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project resources and their availability, so that I can optimize team performance  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to ensure that all project files are properly stored and accessible, so that they can be retrieved easily  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for tracking project progress and identifying potential issues, so that I can take corrective actions  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to communicate with team members and clients, so that I can ensure clear and timely information exchange  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project timelines and deadlines, so that I can ensure timely delivery  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to track project resources and their allocation, so that I can optimize team performance  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for managing project tasks and their dependencies, so that I can plan and execute tasks efficiently  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a way to ensure that all project files are properly stored and accessible, so that they can be retrieved easily  "
Qwen/Qwen3-1.7B,"As a project manager, I want to have a system for tracking project progress and identifying potential delays, so that I can take corrective actions"
Qwen/Qwen3-4B,"As a project manager, I want to view a centralized dashboard of all projects with budgets, timelines, and resource assignments so that I can monitor progress and manage deadlines effectively.  "
Qwen/Qwen3-4B,"As a designer, I want to access all design files for a project in one place with version control so that I can collaborate and track changes efficiently.  "
Qwen/Qwen3-4B,"As a freelancer, I want restricted access to project files and tools only for the tasks I’m assigned so that I can work securely without unnecessary access.  "
Qwen/Qwen3-4B,"As a client, I want to view a project timeline and provide feedback through a dedicated portal so that I can track progress and communicate with the team.  "
Qwen/Qwen3-4B,"As a project manager, I want to track budget usage and resource allocation for each project so that I can ensure financial and personnel constraints are met.  "
Qwen/Qwen3-4B,"As a designer, I want to receive feedback on deliverables directly within the project workspace so that I can quickly address client or team comments.  "
Qwen/Qwen3-4B,"As a freelancer, I want to see only the files and tools relevant to my specific task so that I can focus on my work without distractions.  "
Qwen/Qwen3-4B,"As a client, I want to access project documents and versions through a secure portal so that I can review deliverables without compromising confidentiality.  "
Qwen/Qwen3-4B,"As a project manager, I want to set and track milestones for each project so that I can ensure timely completion and manage client expectations.  "
Qwen/Qwen3-4B,"As a designer, I want to collaborate with team members in a single chat channel for each project so that communication is organized and efficient.  "
Qwen/Qwen3-4B,"As a freelancer, I want to receive notifications about project updates and file changes so that I can stay informed and avoid delays.  "
Qwen/Qwen3-4B,"As a client, I want to submit feedback through a structured form rather than emails so that feedback is consistent and easily trackable.  "
Qwen/Qwen3-4B,"As a project manager, I want to assign tasks to team members with clear deadlines and responsibilities so that work is organized and responsibilities are clear.  "
Qwen/Qwen3-4B,"As a designer, I want to access project files and tools from multiple devices so that I can work flexibly and efficiently.  "
Qwen/Qwen3-4B,"As a freelancer, I want to have access to project files only when needed for specific tasks so that I can maintain security and avoid accidental data leaks.  "
Qwen/Qwen3-4B,"As a client, I want to see a history of project versions and changes so that I can understand the evolution of deliverables.  "
Qwen/Qwen3-4B,"As a project manager, I want to track the availability and workload of team members so that I can assign tasks effectively and avoid overbooking.  "
Qwen/Qwen3-4B,"As a designer, I want to view project files in a mobile-friendly format so that I can work on the go without losing access to critical information.  "
Qwen/Qwen3-4B,"As a freelancer, I want to have access to project files only through secure links provided by the team so that I can work within the company’s security policies.  "
Qwen/Qwen3-4B,"As a client, I want to receive notifications about project milestones and deadlines so that I can plan accordingly and stay updated.  "
Qwen/Qwen3-4B,"As a project manager, I want to integrate communication tools like Slack into the project workspace so that team members can collaborate in real-time.  "
